f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
0.117073,0.102439,0.0951219,0.0707317,0.0951219,0.0878049,0.131707,0.0585366,0.165854,0.0756098,2
0.102625,0.0859189,0.097852,0.107399,0.0883055,0.0835322,0.136038,0.0548926,0.157518,0.0859189,2
0.105856,0.0855856,0.0878378,0.112613,0.0698198,0.0923423,0.130631,0.0540541,0.191441,0.0698198,2
0.102908,0.0805369,0.100671,0.102908,0.0872483,0.0894855,0.123043,0.0738255,0.176734,0.0626398,2
0.104677,0.0801782,0.0846325,0.10245,0.111359,0.104677,0.104677,0.064588,0.175947,0.0668151,2
0.111872,0.0821918,0.0958904,0.0958904,0.0958904,0.109589,0.130137,0.0547945,0.143836,0.0799087,2
0.139785,0.0967742,0.105735,0.109319,0.111111,0.0860215,0.105735,0.0537634,0.141577,0.0501792,2
0.143847,0.107452,0.121317,0.102253,0.0883882,0.084922,0.114385,0.0727903,0.121317,0.0433276,2
0.144424,0.106033,0.117002,0.11883,0.0804388,0.0968921,0.113346,0.047532,0.129799,0.0457038,2
0.15879,0.100189,0.100189,0.102079,0.094518,0.0869565,0.10775,0.0623819,0.134216,0.0529301,2
0.152513,0.0710572,0.131716,0.112652,0.0935875,0.0814558,0.105719,0.0606586,0.152513,0.0381282,2
0.122244,0.11022,0.104208,0.0961924,0.144289,0.0821643,0.0961924,0.0581162,0.154309,0.0320641,2
0.117202,0.143667,0.0982987,0.0888469,0.122873,0.0888469,0.10586,0.0586011,0.137996,0.0378072,2
0.118299,0.127542,0.118299,0.0739372,0.12939,0.0831793,0.0924214,0.0739372,0.138632,0.0443623,2
0.11883,0.11883,0.113346,0.0987203,0.129799,0.0822669,0.0877514,0.0621572,0.137112,0.0511883,2
0.130435,0.10397,0.10775,0.0793951,0.119093,0.0888469,0.094518,0.073724,0.132325,0.0699433,2
0.107616,0.122517,0.0960265,0.0993377,0.11755,0.0778146,0.0993377,0.0480132,0.167219,0.0645695,2
0.12562,0.11405,0.0909091,0.0991736,0.107438,0.077686,0.0942149,0.0545455,0.171901,0.0644628,2
0.0985916,0.114241,0.0892019,0.0954617,0.107981,0.0876369,0.111111,0.0469484,0.189358,0.0594679,2
0.0993884,0.0948012,0.0856269,0.0932722,0.111621,0.0764526,0.131498,0.0626911,0.188073,0.0565749,2
0.110935,0.0982567,0.0950872,0.0839937,0.101426,0.0729002,0.110935,0.0602219,0.187005,0.0792393,2
0.11252,0.103011,0.103011,0.0935024,0.107765,0.0903328,0.106181,0.0618067,0.155309,0.066561,2
0.112676,0.084507,0.0764588,0.134809,0.0925553,0.0643863,0.126761,0.056338,0.160966,0.0905433,2
0.11412,0.0773694,0.0754352,0.133462,0.0967118,0.065764,0.133462,0.0676983,0.145068,0.0909091,2
0.116601,0.0849802,0.100791,0.124506,0.0810277,0.0869565,0.114625,0.0592885,0.158103,0.0731225,2
0.102996,0.0805243,0.0917603,0.127341,0.0842697,0.0749064,0.117978,0.0617978,0.200375,0.0580524,2
0.135076,0.0653595,0.100218,0.12854,0.08061,0.08061,0.119826,0.0697168,0.152505,0.0675381,2
0.101796,0.118263,0.125749,0.106287,0.103293,0.0898204,0.106287,0.0359281,0.151198,0.0613772,2
0.110448,0.125373,0.104478,0.0746269,0.101493,0.0791045,0.123881,0.0552239,0.152239,0.0731343,2
0.106782,0.10101,0.119769,0.0649351,0.106782,0.0952381,0.118326,0.0490621,0.167388,0.0707071,2
0.0969163,0.0954479,0.116006,0.0734214,0.101322,0.0881057,0.136564,0.0484581,0.171806,0.071953,2
0.0940299,0.0940299,0.110448,0.0671642,0.0910448,0.101493,0.135821,0.058209,0.168657,0.0791045,2
0.168016,0.0910931,0.105263,0.119433,0.0991903,0.097166,0.0769231,0.0708502,0.11336,0.0587045,2
0.162963,0.103704,0.0944444,0.101852,0.0925926,0.087037,0.0796296,0.0703704,0.15,0.0574074,2
0.157171,0.115914,0.0962672,0.10609,0.0962672,0.0962672,0.0943026,0.0726916,0.111984,0.0530452,2
0.193662,0.100352,0.114437,0.096831,0.100352,0.0915493,0.0669014,0.068662,0.119718,0.0475352,2
0.183303,0.0907441,0.0907441,0.107078,0.110708,0.0980036,0.0780399,0.0653358,0.128857,0.0471869,2
0.178273,0.100279,0.13649,0.100279,0.125348,0.100279,0.0529248,0.0473538,0.142061,0.0167131,2
0.169014,0.109859,0.129577,0.084507,0.143662,0.101408,0.0619718,0.0338028,0.149296,0.0169014,2
0.193642,0.115607,0.0895954,0.0953757,0.118497,0.0895954,0.0751445,0.0433526,0.156069,0.0231214,2
0.176638,0.122507,0.11396,0.0940171,0.128205,0.102564,0.0626781,0.034188,0.148148,0.017094,2
0.161094,0.109422,0.133739,0.0790274,0.121581,0.0972644,0.0699088,0.0334347,0.173252,0.0212766,2
0.0892857,0.0892857,0.0975275,0.100275,0.0755495,0.0851648,0.184066,0.0563187,0.153846,0.0686813,2
0.0890957,0.087766,0.0957447,0.0917553,0.0890957,0.0718085,0.178191,0.0478723,0.174202,0.0744681,2
0.078534,0.0863874,0.103403,0.103403,0.0903141,0.0759162,0.164921,0.0628272,0.155759,0.078534,2
0.0940397,0.0834437,0.0993377,0.10596,0.0966887,0.0754967,0.181457,0.0503311,0.133775,0.0794702,2
0.0924479,0.0924479,0.0898438,0.102865,0.0885417,0.0716146,0.192708,0.0455729,0.139323,0.0846354,2
0.0960118,0.113737,0.104874,0.113737,0.115214,0.0827179,0.132939,0.0531758,0.128508,0.0590842,2
0.119186,0.103198,0.100291,0.109012,0.0944767,0.065407,0.159884,0.0479651,0.145349,0.0552326,2
0.102804,0.0854473,0.104139,0.125501,0.100134,0.082777,0.138852,0.0534045,0.146862,0.0600801,2
0.108871,0.0698925,0.116935,0.123656,0.0819892,0.0860215,0.147849,0.0645161,0.143817,0.0564516,2
0.10616,0.103539,0.0917431,0.115334,0.0878113,0.0838794,0.155963,0.0458716,0.144168,0.0655308,2
0.0971564,0.0900474,0.0947867,0.0924171,0.0924171,0.101896,0.104265,0.0805687,0.154028,0.0924171,2
0.102493,0.0914127,0.113573,0.0969529,0.0914127,0.105263,0.108033,0.0720222,0.149584,0.0692521,2
0.0927318,0.0827068,0.12782,0.0902256,0.0802005,0.125313,0.085213,0.0802005,0.16792,0.0676692,2
0.111979,0.109375,0.09375,0.0885417,0.09375,0.09375,0.125,0.0911458,0.117188,0.0755208,2
0.109694,0.0943878,0.0943878,0.0816327,0.0867347,0.102041,0.0918367,0.107143,0.142857,0.0892857,2
0.125313,0.0902256,0.105263,0.0776942,0.085213,0.0927318,0.112782,0.0726817,0.140351,0.0977444,2
0.128637,0.101072,0.113323,0.0980092,0.111792,0.105666,0.102603,0.042879,0.157734,0.0382848,2
0.14374,0.112828,0.119011,0.0664606,0.125193,0.0788253,0.0942813,0.0664606,0.146832,0.0463679,2
0.134978,0.123367,0.134978,0.0812772,0.11611,0.0914369,0.0943396,0.0464441,0.140784,0.0362845,2
0.122781,0.121302,0.131657,0.107988,0.109467,0.0828402,0.0843195,0.0384615,0.153846,0.0473373,2
0.109689,0.0603291,0.104205,0.140768,0.0786106,0.071298,0.111517,0.0639854,0.190128,0.0694698,2
0.122222,0.0648148,0.0944444,0.142593,0.0685185,0.0611111,0.109259,0.0611111,0.157407,0.118519,2
0.133962,0.0698113,0.1,0.113208,0.0830189,0.0792453,0.120755,0.0528302,0.154717,0.0924528,2
0.103113,0.0544747,0.0933852,0.138132,0.077821,0.0875486,0.11284,0.0622568,0.161479,0.108949,2
0.1121,0.0533808,0.0925267,0.1121,0.0871886,0.0711744,0.120996,0.0587189,0.19395,0.0978648,2
0.099187,0.108943,0.0894309,0.0845528,0.0731707,0.0715447,0.141463,0.0650406,0.162602,0.104065,2
0.107784,0.0913174,0.0838323,0.0823353,0.0763473,0.0658683,0.148204,0.0718563,0.173653,0.0988024,2
0.0935143,0.0980392,0.0995475,0.092006,0.0844646,0.0573152,0.147813,0.0618401,0.177979,0.0874811,2
0.0944882,0.0929134,0.0787402,0.088189,0.0913386,0.0897638,0.143307,0.0551181,0.173228,0.0929134,2
0.0861244,0.116427,0.0940989,0.0781499,0.0893142,0.0717703,0.135566,0.0558214,0.165869,0.106858,2
0.126816,0.0805812,0.109643,0.142668,0.0858653,0.0924703,0.121532,0.0515192,0.134742,0.0541612,2
0.110825,0.10567,0.0992268,0.122423,0.0953608,0.0927835,0.132732,0.0528351,0.132732,0.0554124,2
0.11828,0.0766129,0.104839,0.139785,0.0698925,0.100806,0.126344,0.0564516,0.147849,0.0591398,2
0.136799,0.0779754,0.0984952,0.110807,0.0766074,0.112175,0.125855,0.0601915,0.138167,0.0629275,2
0.117569,0.0819023,0.116248,0.114927,0.0977543,0.0898283,0.128137,0.0422721,0.134742,0.0766182,2
0.16341,0.115453,0.0976909,0.08881,0.101243,0.0746004,0.0781528,0.062167,0.16341,0.0550622,2
0.157895,0.114338,0.076225,0.0871143,0.0943739,0.0816697,0.092559,0.0744102,0.143376,0.0780399,2
0.1881,0.105566,0.0806142,0.0729367,0.117083,0.0825336,0.101727,0.0556622,0.143954,0.0518234,2
0.179732,0.114723,0.0879541,0.0630975,0.124283,0.0860421,0.0745698,0.042065,0.170172,0.0573614,2
0.187008,0.0944882,0.102362,0.0885827,0.100394,0.0925197,0.0669291,0.0688976,0.163386,0.0354331,2
0.119082,0.117647,0.0846485,0.119082,0.0946915,0.0789096,0.117647,0.045911,0.164993,0.0573888,2
0.119253,0.116379,0.104885,0.113506,0.0962644,0.0862069,0.103448,0.0474138,0.152299,0.0603448,2
0.110505,0.121419,0.0886767,0.110505,0.110505,0.0791269,0.125512,0.047749,0.152797,0.053206,2
0.140669,0.118384,0.0807799,0.097493,0.101671,0.0988858,0.111421,0.0473538,0.13649,0.0668524,2
0.139332,0.119013,0.095791,0.0885341,0.108853,0.0885341,0.100145,0.0624093,0.143687,0.053701,2
0.189474,0.0968421,0.111579,0.0968421,0.0968421,0.0926316,0.0842105,0.0526316,0.153684,0.0252632,2
0.181237,0.121535,0.102345,0.0938166,0.0938166,0.0895522,0.0959488,0.0575693,0.142857,0.021322,2
0.17316,0.0952381,0.0930736,0.0995671,0.116883,0.101732,0.0887446,0.047619,0.160173,0.0238095,2
0.164659,0.0903614,0.104418,0.0963855,0.100402,0.0923695,0.0803213,0.0763052,0.166667,0.0281124,2
0.172043,0.0946237,0.105376,0.0924731,0.107527,0.0924731,0.0774194,0.0494624,0.174194,0.0344086,2
0.194969,0.0943396,0.115304,0.0943396,0.12369,0.0859539,0.081761,0.048218,0.136268,0.0251572,2
0.134216,0.117202,0.0926276,0.0964083,0.102079,0.0775047,0.10397,0.0548204,0.139887,0.0812854,2
0.137996,0.115312,0.10775,0.0888469,0.0888469,0.0699433,0.10397,0.0850662,0.143667,0.0586011,2
0.136445,0.114901,0.0879713,0.118492,0.102334,0.0807899,0.0879713,0.0628366,0.157989,0.0502693,2
0.145873,0.103647,0.0863724,0.105566,0.101727,0.0633397,0.0921305,0.0902111,0.136276,0.074856,2
0.157197,0.0890152,0.119318,0.0984849,0.0757576,0.0984849,0.0814394,0.0795455,0.140152,0.0606061,2
0.0808436,0.0896309,0.108963,0.086116,0.105448,0.108963,0.128295,0.086116,0.137083,0.0685413,2
0.0814332,0.0765472,0.115635,0.0798046,0.109121,0.0993485,0.136808,0.0781759,0.14658,0.0765472,2
0.103448,0.0827586,0.117241,0.0913793,0.087931,0.0913793,0.132759,0.0775862,0.143103,0.0724138,2
0.0982759,0.0793103,0.106897,0.0775862,0.0896552,0.112069,0.144828,0.0862069,0.125862,0.0793103,2
0.104405,0.0685155,0.106036,0.106036,0.0815661,0.0995106,0.137031,0.08646,0.145188,0.0652529,2
0.109515,0.0897666,0.0861759,0.104129,0.0915619,0.0771993,0.175943,0.0610413,0.143627,0.0610413,2
0.0859873,0.0987261,0.119427,0.100318,0.0764331,0.0700637,0.156051,0.0573248,0.170382,0.0652866,2
0.104235,0.105863,0.0960912,0.0993485,0.0781759,0.0765472,0.17101,0.0390879,0.14658,0.0830619,2
0.0963082,0.0850722,0.113965,0.0930979,0.0882825,0.0979133,0.150883,0.0529695,0.147673,0.0738363,2
0.0895522,0.0835821,0.120896,0.0970149,0.0761194,0.0880597,0.150746,0.0522388,0.159701,0.0820896,2
0.0778626,0.0900763,0.105344,0.0977099,0.105344,0.0854962,0.148092,0.0687023,0.141985,0.0793893,2
0.135972,0.0981067,0.104991,0.0774527,0.0946644,0.0877797,0.144578,0.0464716,0.153184,0.0567986,2
0.144876,0.0936396,0.106007,0.100707,0.0954064,0.0865724,0.125442,0.0477032,0.123675,0.0759717,2
0.110248,0.0869565,0.110248,0.110248,0.100932,0.0916149,0.141304,0.0357143,0.158385,0.0543478,2
0.11303,0.0989011,0.11303,0.0769231,0.0894819,0.0800628,0.153846,0.0423862,0.155416,0.0769231,2
0.111111,0.109546,0.0985916,0.0970266,0.0954617,0.0751174,0.13928,0.0438185,0.158059,0.0719875,2
0.121495,0.0825545,0.0825545,0.101246,0.0794393,0.0841121,0.141745,0.0623053,0.188474,0.0560748,2
0.113846,0.101538,0.0876923,0.106154,0.0753846,0.0846154,0.130769,0.0553846,0.195385,0.0492308,2
0.116386,0.0872894,0.0888208,0.105666,0.0842266,0.0627871,0.134763,0.058193,0.194487,0.0673813,2
0.118721,0.0989346,0.0898021,0.0913242,0.0943683,0.0715373,0.141553,0.0639269,0.164384,0.065449,2
0.110132,0.0807636,0.0807636,0.108664,0.082232,0.0939794,0.140969,0.0558003,0.173275,0.0734214,2
0.115312,0.0926276,0.117202,0.10586,0.0888469,0.0926276,0.117202,0.0548204,0.1569,0.0586011,2
0.110708,0.0943739,0.0980036,0.0998185,0.0871143,0.0871143,0.137931,0.0598911,0.147005,0.0780399,2
0.0929432,0.0895009,0.091222,0.11704,0.0963855,0.0860585,0.122203,0.0550775,0.180723,0.0688468,2
0.12522,0.0917108,0.0776014,0.0864198,0.104056,0.0811287,0.126984,0.0599647,0.167548,0.0793651,2
0.0902655,0.100885,0.0955752,0.0938053,0.115044,0.099115,0.113274,0.0495575,0.184071,0.0584071,2
0.167254,0.100352,0.110915,0.0633803,0.102113,0.096831,0.0528169,0.105634,0.128521,0.0721831,2
0.159052,0.0981387,0.125212,0.0541455,0.0998308,0.0947547,0.0524535,0.0998308,0.142132,0.0744501,2
0.150413,0.104132,0.0991736,0.0644628,0.0909091,0.0876033,0.0661157,0.122314,0.153719,0.061157,2
0.15122,0.097561,0.102439,0.0650406,0.110569,0.0861789,0.0536585,0.121951,0.157724,0.0536585,2
0.17,0.085,0.12,0.0583333,0.0933333,0.09,0.0516667,0.121667,0.136667,0.0733333,2
0.12334,0.113852,0.104364,0.0948767,0.0796964,0.0759013,0.151803,0.0455408,0.151803,0.0588235,2
0.117647,0.0934256,0.107266,0.107266,0.0795848,0.0847751,0.136678,0.0380623,0.16263,0.0726644,2
0.116608,0.10424,0.0848057,0.111307,0.0759717,0.0724382,0.132509,0.0777385,0.159011,0.065371,2
0.113367,0.111675,0.0896785,0.0964467,0.0896785,0.0676819,0.133672,0.0642978,0.159052,0.0744501,2
0.0988075,0.076661,0.110733,0.100511,0.0783646,0.0971039,0.132879,0.0579216,0.163543,0.0834753,2
0.121739,0.0904348,0.0956522,0.106087,0.0886957,0.0869565,0.126957,0.0730435,0.149565,0.0608696,2
0.0988655,0.089141,0.0794165,0.132901,0.082658,0.0875203,0.145867,0.0664506,0.150729,0.0664506,2
0.0993377,0.0993377,0.0960265,0.125828,0.0678808,0.0778146,0.168874,0.0463576,0.152318,0.0662252,2
0.0960265,0.0761589,0.0943709,0.130795,0.0827815,0.0877483,0.153974,0.0480132,0.15894,0.0711921,2
0.092562,0.0942149,0.077686,0.127273,0.0991736,0.0809917,0.143802,0.0495868,0.166942,0.0677686,2
0.105263,0.0904605,0.0822368,0.111842,0.0904605,0.0773026,0.120066,0.0690789,0.164474,0.0888158,2
0.10114,0.119658,0.0911681,0.0897436,0.0783476,0.0811966,0.155271,0.0641026,0.156695,0.0626781,2
0.101302,0.109986,0.108538,0.0795948,0.0839363,0.0868307,0.149059,0.0390738,0.16932,0.0723589,2
0.0975293,0.104031,0.117035,0.0975293,0.083225,0.0793238,0.141743,0.0572172,0.163849,0.0585176,2
0.102703,0.0972973,0.132432,0.0905405,0.0702703,0.0959459,0.154054,0.0364865,0.160811,0.0594595,2
0.0934844,0.0807365,0.11898,0.106232,0.0793201,0.0807365,0.151558,0.0424929,0.179887,0.0665722,2
0.144781,0.102694,0.0622896,0.0976431,0.10101,0.0757576,0.114478,0.0538721,0.193603,0.0538721,2
0.150327,0.101307,0.0767974,0.0686275,0.0980392,0.0800654,0.106209,0.0620915,0.184641,0.0718954,2
0.151042,0.09375,0.0711806,0.078125,0.0989583,0.0711806,0.149306,0.0486111,0.177083,0.0607639,2
0.140294,0.112561,0.0848287,0.0897227,0.102773,0.0897227,0.114193,0.0473083,0.159869,0.0587276,2
0.16934,0.0784314,0.0944742,0.0909091,0.0891266,0.0695187,0.115865,0.057041,0.176471,0.0588235,2
0.150235,0.0915493,0.117371,0.0915493,0.0938967,0.131455,0.107981,0.0492958,0.126761,0.0399061,2
0.184416,0.0831169,0.0987013,0.0909091,0.101299,0.116883,0.111688,0.0597403,0.109091,0.0441558,2
0.172018,0.0711009,0.12156,0.100917,0.0963303,0.12156,0.0986238,0.059633,0.105505,0.0527523,2
0.168293,0.0731707,0.146341,0.102439,0.0951219,0.109756,0.107317,0.0585366,0.1,0.0390244,2
0.171958,0.0952381,0.121693,0.0952381,0.0978836,0.0925926,0.116402,0.031746,0.113757,0.0634921,2
0.133835,0.0827068,0.118797,0.115789,0.0766917,0.0827068,0.12782,0.0511278,0.130827,0.0796992,2
0.116208,0.088685,0.0856269,0.105505,0.088685,0.0810398,0.129969,0.058104,0.159021,0.087156,2
0.119822,0.0946746,0.116864,0.0931953,0.0710059,0.0843195,0.115385,0.0695266,0.16568,0.0695266,2
0.110283,0.0879285,0.0968703,0.108793,0.0700447,0.0849478,0.137109,0.0670641,0.14307,0.0938897,2
0.114493,0.0710145,0.12029,0.0913044,0.0782609,0.073913,0.14058,0.084058,0.136232,0.0898551,2
0.122776,0.113879,0.11032,0.106762,0.0907473,0.0747331,0.115658,0.0604982,0.13879,0.0658363,2
0.127846,0.10683,0.108581,0.10683,0.089317,0.0928196,0.0963222,0.0753065,0.1331,0.0630473,2
0.150442,0.100885,0.109735,0.122124,0.100885,0.0814159,0.0814159,0.0548673,0.132743,0.0654867,2
0.159292,0.0955752,0.106195,0.116814,0.0849558,0.0902655,0.107965,0.0548673,0.122124,0.0619469,2
0.13468,0.109428,0.109428,0.0892256,0.10101,0.0875421,0.10101,0.0656566,0.121212,0.0808081,2
0.086758,0.0776256,0.109589,0.105023,0.0776256,0.107306,0.127854,0.0707763,0.152968,0.0844749,2
0.0899123,0.0833333,0.0877193,0.107456,0.0899123,0.0833333,0.116228,0.0723684,0.162281,0.107456,2
0.0960334,0.085595,0.0876827,0.106472,0.0626305,0.10856,0.135699,0.085595,0.137787,0.0939457,2
0.0871287,0.0851485,0.0990099,0.0930693,0.0772277,0.112871,0.120792,0.0613861,0.188119,0.0752475,2
0.0934579,0.0785047,0.108411,0.108411,0.0766355,0.0953271,0.104673,0.102804,0.151402,0.0803738,2
0.0942623,0.0655738,0.0983607,0.108607,0.0758197,0.0983607,0.141393,0.0758197,0.168033,0.0737705,2
0.116814,0.0707965,0.0761062,0.109735,0.0707965,0.0955752,0.132743,0.0725664,0.162832,0.0920354,2
0.0938053,0.0814159,0.100885,0.125664,0.0743363,0.060177,0.129204,0.0707965,0.171681,0.0920354,2
0.104553,0.06914,0.10118,0.118044,0.0539629,0.0910624,0.145025,0.0657673,0.158516,0.0927487,2
0.114983,0.0644599,0.0993031,0.132404,0.0662021,0.087108,0.151568,0.0522648,0.148084,0.0836237,2
0.123499,0.0703259,0.0823328,0.118353,0.0668954,0.0823328,0.152659,0.0531732,0.157804,0.0926244,2
0.159722,0.116319,0.111111,0.09375,0.0920139,0.0902778,0.116319,0.0243056,0.161458,0.0347222,2
0.145946,0.108108,0.113514,0.0990991,0.113514,0.106306,0.108108,0.0378378,0.138739,0.0288288,2
0.138989,0.108303,0.135379,0.113718,0.106498,0.0902527,0.117329,0.0216607,0.131769,0.0361011,2
0.162257,0.0793651,0.12522,0.116402,0.0828924,0.0864198,0.114638,0.0352734,0.169312,0.0282187,2
0.14882,0.0852995,0.121597,0.128857,0.0852995,0.0907441,0.125227,0.0290381,0.154265,0.030853,2
0.108974,0.110577,0.088141,0.110577,0.0945513,0.0833333,0.123397,0.0320513,0.176282,0.0721154,2
0.106169,0.121951,0.0889527,0.097561,0.0846485,0.0946915,0.116212,0.0473458,0.172166,0.0703013,2
0.102489,0.106881,0.0893119,0.106881,0.0951684,0.0878477,0.114202,0.0497804,0.181552,0.0658858,2
0.103399,0.109065,0.0892351,0.107649,0.0835694,0.104816,0.11898,0.0481586,0.175637,0.0594901,2
0.100877,0.108187,0.0964912,0.108187,0.102339,0.0950292,0.116959,0.0438596,0.169591,0.0584795,2
0.0932722,0.116208,0.0917431,0.111621,0.0932722,0.0825688,0.125382,0.0474006,0.154434,0.0840979,2
0.165775,0.112299,0.0730838,0.135472,0.0980392,0.0713012,0.0926916,0.0392157,0.15508,0.057041,2
0.166963,0.0976909,0.0976909,0.134991,0.0959147,0.0746004,0.0781528,0.044405,0.149201,0.0603908,2
0.18,0.1,0.056,0.102,0.084,0.068,0.102,0.07,0.156,0.082,2
0.185031,0.0956341,0.0706861,0.0852391,0.0790021,0.0644491,0.0852391,0.0893971,0.164241,0.0810811,2
0.168889,0.102222,0.0733333,0.0733333,0.0844444,0.0622222,0.0933333,0.0977778,0.162222,0.0822222,2
0.16888,0.0948767,0.111954,0.0872865,0.100569,0.110057,0.0872865,0.0531309,0.136622,0.0493359,2
0.148936,0.0957447,0.125887,0.0744681,0.0975177,0.106383,0.0992908,0.0567376,0.14539,0.0496454,2
0.190298,0.108209,0.0988806,0.0820896,0.0970149,0.0932836,0.11194,0.0429104,0.141791,0.0335821,2
0.166016,0.0996094,0.0957031,0.0820313,0.0878906,0.0820313,0.121094,0.0566406,0.15625,0.0527344,2
0.170498,0.113027,0.0977011,0.105364,0.103448,0.0842912,0.0804598,0.0670498,0.143678,0.0344828,2
0.0985577,0.117788,0.0961538,0.0504808,0.0649038,0.0793269,0.105769,0.09375,0.221154,0.0721154,2
0.107623,0.112108,0.103139,0.0381166,0.058296,0.0717489,0.103139,0.109865,0.213004,0.0829596,2
0.113475,0.101655,0.111111,0.0591017,0.0756501,0.070922,0.0921986,0.0921986,0.191489,0.0921986,2
0.100457,0.0958904,0.0890411,0.0593607,0.0958904,0.0707763,0.0890411,0.0799087,0.214612,0.105023,2
0.113839,0.0848214,0.118304,0.0691964,0.0892857,0.0602679,0.0758929,0.0825893,0.212054,0.09375,2
0.10084,0.0777311,0.142857,0.113445,0.092437,0.105042,0.119748,0.0357143,0.159664,0.052521,2
0.116732,0.0875486,0.0992218,0.143969,0.101167,0.11284,0.116732,0.0155642,0.159533,0.0466926,2
0.129098,0.0922131,0.116803,0.116803,0.106557,0.112705,0.108607,0.0266393,0.153689,0.0368852,2
0.110672,0.0948617,0.126482,0.110672,0.110672,0.104743,0.0988142,0.0454545,0.150198,0.0474308,2
0.117284,0.0925926,0.131687,0.106996,0.0946502,0.104938,0.125514,0.026749,0.146091,0.0534979,2
0.121701,0.0659824,0.104106,0.109971,0.0865103,0.0967742,0.13783,0.0630499,0.131965,0.0821114,2
0.125915,0.0746706,0.102489,0.118594,0.079063,0.0893119,0.139092,0.0512445,0.146413,0.0732064,2
0.114074,0.082963,0.111111,0.0962963,0.0888889,0.0814815,0.152593,0.0577778,0.143704,0.0711111,2
0.122206,0.0864381,0.135618,0.108793,0.0819672,0.0655738,0.156483,0.0491803,0.126677,0.0670641,2
0.130499,0.0777126,0.120235,0.105572,0.0777126,0.0879765,0.134897,0.0615836,0.131965,0.0718475,2
0.0996241,0.0958647,0.0864662,0.150376,0.0921053,0.107143,0.0864662,0.0451128,0.18985,0.0469925,2
0.132075,0.0735849,0.10566,0.10566,0.0943396,0.0849057,0.101887,0.0566038,0.177358,0.0679245,2
0.121043,0.0968343,0.106145,0.111732,0.0912477,0.0986965,0.100559,0.0558659,0.148976,0.0689013,2
0.120996,0.088968,0.103203,0.1121,0.0818505,0.106762,0.104982,0.0640569,0.144128,0.0729537,2
0.112116,0.0958409,0.0886076,0.117541,0.112116,0.0687161,0.119349,0.0596745,0.142857,0.0831826,2
0.143689,0.112621,0.102913,0.0932039,0.0912621,0.0640777,0.112621,0.0621359,0.147573,0.0699029,2
0.120658,0.0822669,0.0987203,0.117002,0.0822669,0.0731261,0.126143,0.0804388,0.157221,0.0621572,2
0.138225,0.0836177,0.102389,0.119454,0.0887372,0.0716724,0.117747,0.052901,0.153584,0.0716724,2
0.136445,0.0987433,0.0987433,0.118492,0.0682226,0.0736086,0.13465,0.059246,0.125673,0.0861759,2
0.141791,0.0783582,0.0839552,0.117537,0.0746269,0.0708955,0.134328,0.0690299,0.13806,0.0914179,2
0.127341,0.0861423,0.104869,0.104869,0.076779,0.0692884,0.123596,0.0749064,0.146067,0.0861423,2
0.132486,0.0871143,0.0943739,0.119782,0.0852995,0.0798548,0.128857,0.0417423,0.154265,0.076225,2
0.12807,0.0842105,0.1,0.115789,0.0964912,0.077193,0.112281,0.054386,0.150877,0.0807018,2
0.153565,0.0694698,0.0914077,0.135283,0.0749543,0.0877514,0.0987203,0.0639854,0.135283,0.0895795,2
0.138053,0.079646,0.079646,0.129204,0.0849558,0.0761062,0.109735,0.0442478,0.175221,0.0831858,2
